AREAID,PROV,CAR,CD,CCS,SGC,AREANAME,NTFAREA,NVALMCH,VALMCH,NTOTTRC,TOTTRC,T2WHTR,T4WHTR,TVALTRC,NTTRCU20,TTRCU20,TRCU202,TRCU204,VTRCU20,NTTRC20,TTRC20,TRC202,TRC204,VTRC20,NTTRC40,TTRC40,TRC402,TRC404,VTRC40,NTTRC100,TTRC100,TRC1002,TRC1004,VTRC100,NTTRC149,TTRC149,TRC1492,TRC1494,VTRC149,NTOTTRK,TOTTRK,TVALTRK,NPICKUP,PICKUP,VPICKUP,NOTHTRK,OTHTRK,VOTHTRK,NAUTMBL,AUTMBL,VALATO,NSWTHER,SWTHER,VSWTHER,NMOWERS,MOWERS,VMOWER,NTOTCOMB,TOTCOMB,TVALCMB,NSPCOMB,SPCOMB,VSPCOMB,NPTCOMB,PTCOMB,VPTCOMB,NTOTBAL,TOTBAL,TVALBAL,NBALSML,BALSML,VBALSML,NBALLRG,BALLRG,VBALLRG,NHARVST,HARVST,VHARVST,NVCULTSD,VCULTSD,NVALOEQ,VALOEQ,NCOMPNY,NTOTFCAP,TOTFCAP,NVALMCH,VALMCH,NVALLVSK,VALLVSK,NVALULB,VALULB,NVLBOWN,VLBOWN,NVLBRNT,VLBRNT,FCAPDST,FCAPDST_1,FCAPDST_2,FCAPDST_3,FCAPDST_4,FCAPDST_5,FCAPDST_6,FCAPDST_7,FCAPDST_8
100101405,10,1,1,405,1001405,"- Division No.  1, Subd. K",32,31,"1,215,516",23,27,22,5,"211,239",6,6,5,1,x,12,15,12,3,"103,239",5,x,x,x,"60,000",1,x,x,x,x,0,0,0,0,0,22,35,"282,000",20,24,"177,500",9,11,"104,500",9,10,"119,500",0,0,0,7,7,"15,000",0,0,0,0,0,0,0,0,0,9,9,"25,762",9,9,"25,762",0,0,0,0,0,0,9,"30,950",22,"531,065",5,32,"9,616,083",31,"1,215,516",17,"1,027,047",32,"7,373,520",25,"5,953,500",16,"1,420,020",32,5,6,8,5,0,7,0,1
100101515,10,1,1,515,1001515,- St. John's Metropolitan Area,168,163,"8,118,262",131,222,135,87,"3,156,410",30,41,33,8,"197,510",56,67,54,13,"432,600",71,104,47,57,"2,136,300",6,x,x,x,x,1,x,x,x,x,127,195,"1,405,563",116,145,"1,085,973",42,50,"319,590",48,55,"499,600",4,4,x,35,41,"249,800",0,0,0,0,0,0,0,0,0,53,57,"373,377",42,x,x,14,x,x,12,14,x,57,"293,050",104,"2,062,887",24,168,"73,054,558",163,"8,118,262",102,"4,922,819",168,"60,013,477",153,"44,466,922",76,"15,546,555",168,18,18,37,40,15,27,7,6
100102000,10,1,2,0,1002000,- Division No.  2,24,24,"537,740",18,20,14,6,"133,600",4,4,2,2,"26,000",9,9,7,2,"52,000",6,7,5,2,"55,600",0,0,0,0,0,0,0,0,0,0,19,21,"147,500",19,x,x,1,x,x,4,4,"47,000",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,3,3,"13,000",3,3,"13,000",0,0,0,1,x,x,9,x,20,"167,340",1,24,"3,093,795",24,"537,740",13,"159,455",24,"2,396,600",18,"1,883,700",12,"512,900",24,5,6,8,5,0,0,0,0
100102001,10,1,2,1,1002001,"- Division No.  2, Subd. E",24,24,"537,740",18,20,14,6,"133,600",4,4,2,2,"26,000",9,9,7,2,"52,000",6,7,5,2,"55,600",0,0,0,0,0,0,0,0,0,0,19,21,"147,500",19,x,x,1,x,x,4,4,"47,000",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,3,3,"13,000",3,3,"13,000",0,0,0,1,x,x,9,x,20,"167,340",1,24,"3,093,795",24,"537,740",13,"159,455",24,"2,396,600",18,"1,883,700",12,"512,900",24,5,6,8,5,0,0,0,0
100200000,10,2,0,0,1000000,- Agricultural Region - RÇgion agricole 2,184,174,"6,000,283",107,198,133,65,"1,867,800",25,28,21,7,x,55,70,54,16,"424,200",57,90,50,40,"1,186,200",7,x,x,x,x,1,x,x,x,x,126,209,"1,283,100",112,145,"979,300",43,64,"303,800",45,50,"373,200",0,0,0,17,17,"95,800",0,0,0,0,0,0,0,0,0,26,29,"162,620",22,25,"103,620",4,4,"59,000",4,4,"52,000",61,"368,622",114,"1,797,141",17,184,"28,864,255",174,"6,000,283",97,"2,016,104",184,"20,847,868",129,"14,824,045",108,"6,023,823",184,74,39,32,16,12,8,2,1
100206000,10,2,6,0,1006000,- Division No.  6,48,45,"1,298,445",25,45,30,15,"444,700",6,x,x,x,x,13,15,12,3,"105,400",16,21,13,8,"267,300",1,x,x,x,x,0,0,0,0,0,33,46,"201,800",23,27,"133,500",17,19,"68,300",10,11,"91,300",0,0,0,6,6,x,0,0,0,0,0,0,0,0,0,8,9,"39,620",8,9,"39,620",0,0,0,2,x,x,10,x,27,"384,905",4,48,"8,303,931",45,"1,298,445",28,"511,528",48,"6,493,958",34,"4,757,625",26,"1,736,333",48,16,8,12,5,3,4,0,0
100206014,10,2,6,14,1006014,"- Division No.  6, Subd. C",48,45,"1,298,445",25,45,30,15,"444,700",6,x,x,x,x,13,15,12,3,"105,400",16,21,13,8,"267,300",1,x,x,x,x,0,0,0,0,0,33,46,"201,800",23,27,"133,500",17,19,"68,300",10,11,"91,300",0,0,0,6,6,x,0,0,0,0,0,0,0,0,0,8,9,"39,620",8,9,"39,620",0,0,0,2,x,x,10,x,27,"384,905",4,48,"8,303,931",45,"1,298,445",28,"511,528",48,"6,493,958",34,"4,757,625",26,"1,736,333",48,16,8,12,5,3,4,0,0
100207000,10,2,7,0,1007000,- Division No.  7,64,60,"3,208,303",42,88,55,33,"1,015,900",11,x,x,x,x,19,26,19,7,"181,500",24,45,23,22,"711,000",3,4,2,2,"52,000",1,x,x,x,x,45,93,"600,600",44,61,"427,100",16,32,"173,500",19,21,"156,400",0,0,0,8,8,x,0,0,0,0,0,0,0,0,0,11,12,"100,000",7,8,"41,000",4,4,"59,000",2,x,x,25,"226,052",39,"1,035,251",4,64,"14,541,824",60,"3,208,303",29,"1,091,451",64,"10,242,070",44,"7,471,120",37,"2,770,950",64,23,11,10,7,6,4,2,1
100207031,10,2,7,31,1007031,"- Division No.  7, Subd. E",37,35,"2,620,450",26,66,40,26,"814,000",5,x,x,x,x,12,18,14,4,"119,500",19,37,18,19,"595,000",3,4,2,2,"52,000",1,x,x,x,x,27,64,"396,100",26,39,"274,600",12,25,"121,500",13,15,"129,500",0,0,0,8,8,x,0,0,0,0,0,0,0,0,0,11,12,"100,000",7,8,"41,000",4,4,"59,000",2,x,x,16,"181,800",30,"924,950",3,37,"11,766,592",35,"2,620,450",20,"782,072",37,"8,364,070",28,"5,993,120",24,"2,370,950",37,12,2,5,7,5,3,2,1
100207038,10,2,7,38,1007038,"- Division No.  7, Subd. D",27,25,"587,853",16,22,15,7,"201,900",6,6,5,1,"23,900",7,8,5,3,"62,000",5,8,5,3,"116,000",0,0,0,0,0,0,0,0,0,0,18,29,"204,500",18,22,"152,500",4,7,"52,000",6,6,"26,900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"44,252",9,"110,301",1,27,"2,775,232",25,"587,853",9,"309,379",27,"1,878,000",16,"1,478,000",13,"400,000",27,11,9,5,0,1,1,0,0
100208000,10,2,8,0,1008000,- Division No.  8,72,69,"1,493,535",40,65,48,17,"407,200",8,8,7,1,"27,000",23,29,23,6,"137,300",17,24,14,10,"207,900",3,4,4,0,"35,000",0,0,0,0,0,48,70,"480,700",45,57,"418,700",10,13,"62,000",16,18,"125,500",0,0,0,3,3,x,0,0,0,0,0,0,0,0,0,7,8,"23,000",7,8,"23,000",0,0,0,0,0,0,26,x,48,"376,985",9,72,"6,018,500",69,"1,493,535",40,"413,125",72,"4,111,840",51,"2,595,300",45,"1,516,540",72,35,20,10,4,3,0,0,0
100208036,10,2,8,36,1008036,"- Division No.  8, Subd. G",37,34,"653,050",18,27,23,4,"161,300",4,4,4,0,"10,500",12,16,14,2,"80,800",6,7,5,2,"70,000",0,0,0,0,0,0,0,0,0,0,21,23,"165,200",18,19,"139,700",4,4,"25,500",6,7,"55,000",0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,10,x,24,"235,900",5,37,"2,518,678",34,"653,050",22,"235,488",37,"1,630,140",27,"1,162,000",22,"468,140",37,21,12,1,2,1,0,0,0
100208065,10,2,8,65,1008065,"- Division No.  8, Subd. P",35,35,"840,485",22,38,25,13,"245,900",4,4,3,1,"16,500",11,13,9,4,"56,500",11,17,9,8,"137,900",3,4,4,0,"35,000",0,0,0,0,0,27,47,"315,500",27,38,"279,000",6,9,"36,500",10,11,"70,500",0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,5,x,x,5,x,x,0,0,0,0,0,0,16,x,24,"141,085",4,35,"3,499,822",35,"840,485",18,"177,637",35,"2,481,700",24,"1,433,300",23,"1,048,400",35,14,8,9,2,2,0,0,0
100300000,10,3,0,0,1000000,- Agricultural Region - RÇgion agricole 3,176,172,"8,356,316",147,281,208,73,"2,866,900",34,38,26,12,x,56,72,62,10,"421,900",96,159,113,46,"2,063,500",9,x,x,x,"183,000",2,x,x,x,x,134,205,"1,452,725",125,153,"1,022,600",42,52,"430,125",34,40,"395,200",10,10,"14,500",49,54,"325,100",0,0,0,0,0,0,0,0,0,81,89,"510,441",66,67,"274,691",21,22,"235,750",11,12,"108,500",66,"518,300",121,"2,164,650",9,176,"39,645,450",172,"8,356,316",116,"4,898,371",176,"26,390,763",138,"17,405,518",106,"8,985,245",176,31,31,53,30,10,18,1,2
100304000,10,3,4,0,1004000,- Division No.  4,79,78,"3,356,560",71,124,95,29,"1,281,700",18,19,16,3,x,31,41,38,3,"231,200",40,55,37,18,"812,000",6,x,x,x,"141,000",2,x,x,x,x,61,88,"630,825",56,65,"434,200",18,23,"196,625",18,22,"213,000",4,4,"8,000",18,20,"131,300",0,0,0,0,0,0,0,0,0,43,47,"211,350",40,41,"138,600",6,6,"72,750",5,6,"61,000",36,"263,700",52,"555,685",2,79,"13,953,296",78,"3,356,560",54,"1,450,156",79,"9,146,580",70,"7,502,000",33,"1,644,580",79,14,18,24,18,0,4,0,1
100304001,10,3,4,1,1004001,"- Division No.  4, Subd. A",30,30,"1,428,600",27,58,38,20,"651,900",9,9,6,3,x,16,24,21,3,"122,700",15,20,10,10,"423,000",3,x,x,x,"61,000",1,x,x,x,x,21,29,"191,925",20,22,"125,800",5,7,"66,125",6,10,"108,500",0,0,0,8,9,x,0,0,0,0,0,0,0,0,0,17,17,"64,000",16,x,x,1,x,x,3,x,x,14,"70,900",17,"252,575",0,30,"6,881,661",30,"1,428,600",24,"988,431",30,"4,464,630",27,"4,153,000",9,"311,630",30,6,6,7,8,0,2,0,1
100304006,10,3,4,6,1004006,"- Division No.  4, Subd. B",49,48,"1,927,960",44,66,57,9,"629,800",9,10,10,0,x,15,17,17,0,"108,500",25,35,27,8,"389,000",3,x,x,x,"80,000",1,x,x,x,x,40,59,"438,900",36,43,"308,400",13,16,"130,500",12,12,"104,500",4,4,"8,000",10,11,x,0,0,0,0,0,0,0,0,0,26,30,"147,350",24,x,x,5,x,x,2,x,x,22,"192,800",35,"303,110",2,49,"7,071,635",48,"1,927,960",30,"461,725",49,"4,681,950",43,"3,349,000",24,"1,332,950",49,8,12,17,10,0,2,0,0
100305000,10,3,5,0,1005000,- Division No.  5,97,94,"4,999,756",76,157,113,44,"1,585,200",16,19,10,9,"101,000",25,31,24,7,"190,700",56,104,76,28,"1,251,500",3,3,3,0,"42,000",0,0,0,0,0,73,117,"821,900",69,88,"588,400",24,29,"233,500",16,18,"182,200",6,6,"6,500",31,34,"193,800",0,0,0,0,0,0,0,0,0,38,42,"299,091",26,26,"136,091",15,16,"163,000",6,6,"47,500",30,"254,600",69,"1,608,965",7,97,"25,692,154",94,"4,999,756",62,"3,448,215",97,"17,244,183",68,"9,903,518",73,"7,340,665",97,17,13,29,12,10,14,1,1
100305007,10,3,5,7,1005007,"- Division No.  5, Subd. E",48,48,"2,904,067",43,89,61,28,"957,500",5,x,x,x,x,11,13,8,5,"86,000",37,69,49,20,"818,000",2,x,x,x,x,0,0,0,0,0,38,62,"374,400",35,46,"276,900",13,16,"97,500",8,10,"88,000",1,x,x,19,20,"132,500",0,0,0,0,0,0,0,0,0,24,27,"206,500",13,x,x,13,x,x,4,x,x,18,x,36,"1,001,617",4,48,"14,813,620",48,"2,904,067",33,"2,227,505",48,"9,682,048",35,"5,989,488",38,"3,692,560",48,4,6,13,9,6,9,1,0
100305010,10,3,5,10,1005010,"- Division No.  5, Subd. F",28,27,"1,631,050",23,53,39,14,"529,800",6,x,x,x,x,11,14,12,2,"83,800",15,30,22,8,"394,000",1,x,x,x,x,0,0,0,0,0,21,36,"268,000",20,x,x,9,x,x,6,x,x,3,3,"3,500",7,8,"39,300",0,0,0,0,0,0,0,0,0,8,9,"59,000",8,x,x,1,x,x,2,x,x,9,"130,650",21,"507,800",3,28,"8,464,988",27,"1,631,050",16,"986,203",28,"5,847,735",21,"3,327,030",18,"2,520,705",28,4,5,9,1,3,5,0,1
100305999,10,3,5,999,1005999,- Division No.  9,21,19,"464,639",10,15,13,2,"97,900",5,6,4,2,"37,500",3,4,4,0,"20,900",4,5,5,0,"39,500",0,0,0,0,0,0,0,0,0,0,14,19,"179,500",14,x,x,2,x,x,2,x,x,2,x,x,5,6,"22,000",0,0,0,0,0,0,0,0,0,6,6,"33,591",5,x,x,1,x,x,0,0,0,3,x,12,"99,548",0,21,"2,413,546",19,"464,639",13,"234,507",21,"1,714,400",12,"587,000",17,"1,127,400",21,9,2,7,2,1,0,0,0
110000000,11,0,0,0,1100000,- Prince Edward Island - Ile-du-Prince-êdouard,"2,361","2,330","204,824,741","2,198","5,730","5,083",647,"72,717,633",572,640,614,26,"1,450,402",666,814,791,23,"2,981,591","1,800","3,429","2,968",461,"44,613,565",389,775,660,115,"21,216,882",52,72,50,22,"2,455,193","2,046","4,448","28,684,289","1,888","2,339","14,476,890",862,"2,109","14,207,399","1,375","1,636","11,826,523",50,55,"222,177","1,211","1,249","5,079,594",939,"1,005","13,623,957",727,773,"12,885,192",223,232,"738,765","1,485","1,800","8,475,792","1,355","1,383","4,548,593",408,417,"3,927,199",351,383,"1,724,235","1,414","15,587,810","1,816","46,882,731",192,"2,361","941,533,039","2,330","204,824,741","1,944","80,394,186","2,361","656,314,112","2,273","511,891,552","1,095","144,422,560","2,361",119,284,571,537,303,363,110,74
110001000,11,0,1,0,1101000,- Kings County,396,392,"33,692,555",379,906,832,74,"12,279,849",91,109,109,0,"307,900",106,127,125,2,"427,600",304,565,508,57,"8,255,849",47,98,84,14,"3,132,000",6,7,6,1,"156,500",343,692,"4,218,041",315,378,"2,356,641",141,314,"1,861,400",195,219,"1,613,121",7,7,"28,800",178,186,"666,607",164,172,"2,599,679",130,136,"2,498,079",36,36,"101,600",230,271,"1,099,276",217,221,"629,476",50,50,"469,800",29,33,"114,531",246,"2,942,190",301,"8,130,461",38,396,"137,273,161",392,"33,692,555",296,"10,645,451",396,"92,935,155",389,"74,980,049",177,"17,955,106",396,32,58,91,92,46,54,14,9
110001001,11,0,1,1,1101001,- Lot 64,32,32,"2,202,704",31,65,63,2,"653,900",9,9,9,0,x,11,15,15,0,"34,100",20,36,36,0,"506,200",3,x,x,x,x,1,x,x,x,x,25,39,"273,000",24,27,"198,000",7,12,"75,000",15,16,"109,000",0,0,0,14,14,x,14,15,"341,578",13,x,x,2,x,x,20,20,"57,589",19,x,x,1,x,x,2,x,x,21,"198,730",22,"483,470",4,32,"7,969,168",32,"2,202,704",24,"621,264",32,"5,145,200",31,"4,486,200",8,"659,000",32,3,8,9,6,2,3,1,0
