PROV,CAR,CD,CCS,GEO NAMES,ntfarea,nsole,nvpart,nwpart,nfaminc,nnoninc,notype,ncompny,naccntny,nlvcrpny,nwrdprny,ninetny,nemailny,notcmpny,ncrorgny,norgfvny,norgfcny,norganny,norgotny,ntfarea,tfarea,etfarea,naowned,aowned,eaowned,ntlsrtcs,tlsrtcs,etlsrtcs,nalsdgov,alsdgov,ealsdgov,narnted,arnted,earnted,nacrpshr,acrpshr,eacrpshr,nsize1,nsize2,nsize3,nsize4,nsize5,nsize6,nsize7,nsize8,nsize9,nsize10,nsize11,nsize12,nsize13,nsize14,ntotwht,totwht,etotwht,nwhtspg,whtspg,ewhtspg,nwhtdur,whtdur,ewhtdur,nwhtwin,whtwin,ewhtwin,noats,oats,eoats,nbarley,barley,ebarley,nmxdgrn,mxdgrn,emxdgrn,ncorngr,corngr,ecorngr,nbucwht,bucwht,ebucwht,ntotrye,totrye,etotrye,nryefal,ryefal,eryefal,nryespg,ryespg,eryespg,ncornsi,cornsi,ecornsi,nalfalfa,alfalfa,ealfalfa,nottame,ottame,eottame,ncanola,canola,ecanola,nflaxsd,flaxsd,eflaxsd,nsoybns,soybns,esoybns,nmustsd,mustsd,emustsd,nsunfls,sunfls,esunfls,nsaflwr,saflwr,esaflwr,npotats,potats,epotats,ndfpeas,dfpeas,edfpeas,nlentil,lentil,elentil,ntotdryb,totdryb,etotdryb,nwhitbn,whitbn,ewhitbn,nchicpea,chicpea,echicpea,nodfbns,odfbns,eodfbns,ncanary,canary,ecanary,ntobaco,tobaco,etobaco,nsugarb,sugarb,esugarb,nginseng,ginseng,eginseng,ncaraway,caraway,ecaraway,ntritcl,tritcl,etritcl,nforage,forage,eforage,nofxsftr,ofxsftr,eofxsftr
10,1,1,519,St. John's,162,104,19,8,19,7,5,56,37,17,40,36,27,1,2,2,0,0,1,162,"18,265","7,392",134,"3,687","1,492",82,"14,578","5,900",63,"13,081","5,294",37,x,x,2,x,x,47,64,21,4,4,9,8,3,0,0,1,1,0,0,1,x,x,1,x,x,0,0,0,0,0,0,9,65,26,2,x,x,3,x,x,0,0,0,0,0,0,3,32,13,2,x,x,1,x,x,3,x,x,15,480,194,78,"3,924","1,588",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,79,32,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
10,1,2,0,Division No.  2,26,17,3,0,4,1,1,4,2,2,3,2,2,0,0,0,0,0,0,26,"1,716",694,14,263,106,20,"1,453",588,19,"1,308",529,5,x,x,1,x,x,5,17,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,5,137,55,7,95,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,2,1,Subd. E,26,17,3,0,4,1,1,4,2,2,3,2,2,0,0,0,0,0,0,26,"1,716",694,14,263,106,20,"1,453",588,19,"1,308",529,5,x,x,1,x,x,5,17,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,5,137,55,7,95,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,4,0,Division No.  4,51,36,7,1,2,1,4,14,7,6,10,10,11,0,0,0,0,0,0,51,"12,088","4,892",45,"6,878","2,783",21,"5,210","2,108",13,"3,960","1,603",10,x,x,1,x,x,7,14,6,4,6,5,3,3,1,1,1,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,6,363,147,19,"1,865",755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,94,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,4,1,Subd. A,19,12,4,0,1,0,2,4,3,2,2,1,2,0,0,0,0,0,0,19,"6,072","2,457",18,"4,618","1,869",3,"1,454",588,1,x,x,2,x,x,1,x,x,0,3,4,2,2,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,185,75,9,904,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,4,6,Subd. B,32,24,3,1,1,1,2,10,4,4,8,9,9,0,0,0,0,0,0,32,"6,016","2,435",27,"2,260",915,18,"3,756","1,520",12,x,x,8,x,x,0,0,0,7,11,2,2,4,0,2,3,0,1,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,178,72,10,961,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,90,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,5,0,Division No.  5,100,55,6,3,26,6,4,31,19,14,21,19,15,0,0,0,0,0,0,100,"18,308","7,409",68,"6,131","2,481",72,"12,177","4,928",68,"11,606","4,697",12,x,x,3,x,x,11,40,13,9,5,11,4,4,1,1,0,0,1,0,1,x,x,1,x,x,0,0,0,0,0,0,3,x,x,0,0,0,3,x,x,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,1,x,x,17,855,346,49,"4,337","1,755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,82,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0
10,3,5,7,Subd. E,43,24,3,1,13,1,1,16,9,8,9,10,8,0,0,0,0,0,0,43,"12,388","5,013",34,"3,130","1,267",30,"9,258","3,747",28,"8,819","3,569",6,x,x,3,x,x,2,9,7,7,4,7,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,470,190,28,"3,155","1,277",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
10,3,5,10,Subd. F,22,12,1,1,4,3,1,9,7,3,9,5,5,0,0,0,0,0,0,22,"2,673","1,082",19,"1,448",586,13,"1,225",496,12,"1,159",469,3,66,27,0,0,0,3,10,4,0,0,3,2,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,300,121,6,428,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,5,19,Subd. D,35,19,2,1,9,2,2,6,3,3,3,4,2,0,0,0,0,0,0,35,"3,247","1,314",15,"1,553",628,29,"1,694",686,28,"1,628",659,3,66,27,0,0,0,6,21,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,0,0,0,3,x,x,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,1,x,x,6,85,34,15,754,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
10,2,6,0,Division No.  6,42,29,5,1,5,1,1,18,12,5,14,12,11,0,0,0,0,0,0,42,"4,053","1,640",23,"2,283",924,29,"1,770",716,26,"1,667",675,3,103,42,0,0,0,13,13,6,2,4,1,2,1,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,4,30,12,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,13,389,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,38,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,6,14,Subd. C,42,29,5,1,5,1,1,18,12,5,14,12,11,0,0,0,0,0,0,42,"4,053","1,640",23,"2,283",924,29,"1,770",716,26,"1,667",675,3,103,42,0,0,0,13,13,6,2,4,1,2,1,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,4,30,12,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,13,389,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,38,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,7,0,Division No.  7,64,39,9,2,9,3,2,21,17,6,17,18,18,0,0,0,0,0,0,64,"6,063","2,454",53,"2,057",832,40,"4,006","1,621",36,"3,345","1,354",8,x,x,3,x,x,21,20,8,3,6,3,1,1,1,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,5,x,x,16,936,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,153,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
10,2,7,9,Subd. K,19,15,1,0,2,1,0,3,3,0,3,3,3,0,0,0,0,0,0,19,827,335,19,456,185,9,371,150,9,371,150,0,0,0,0,0,0,7,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,3,165,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,7,31,Subd. E,26,10,4,2,7,1,2,10,8,3,6,8,8,0,0,0,0,0,0,26,"3,691","1,494",20,"1,141",462,21,"2,550","1,032",18,x,x,7,x,x,2,x,x,4,8,3,3,3,3,1,1,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,3,46,19,10,716,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,115,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0
10,2,7,38,Subd. D,19,14,4,0,0,1,0,8,6,3,8,7,7,0,0,0,0,0,0,19,"1,545",625,14,460,186,10,"1,085",439,9,x,x,1,x,x,1,x,x,10,4,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,55,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,2,8,0,Division No.  8,59,41,4,1,10,0,3,19,11,6,13,11,11,0,0,0,0,0,0,59,"4,371","1,769",35,934,378,39,"3,437","1,391",36,"3,410","1,380",3,x,x,1,x,x,19,28,3,4,2,2,0,0,0,1,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,3,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,15,195,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,90,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0
10,2,8,31,Subd. H,18,14,0,0,3,0,1,4,2,1,1,1,2,0,0,0,0,0,0,18,451,183,11,46,19,10,405,164,9,x,x,1,x,x,0,0,0,11,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
