PROV ,CAR,CD,CCS,GEO NAMES,ntfarea,ntotfrt,totfrt,etotfrt,ntotfrp,totfrp,etotfrp,nappleta,appleta,eapplata,napplepa,applepa,eapplepa,npearta,pearta,epearta,npearpa,pearpa,epearpa,nplumta,plumta,eplumta,nplumpa,plumpa,eplumpa,nswchta,swchta,eswchta,nswchpa,swchpa,eswchpa,nsrchta,srchta,esrchta,nsrchpa,srchpa,esrchpa,npechta,pechta,epechta,npechpa,pechpa,epechpa,napctta,apctta,eapctta,napctpa,apctpa,eapctpa,nstrwbta,strwbta,estwrbta,nstrwbpa,strwbpa,eswrwbpa,nraspbta,raspbta,eraspbta,nraspbpa,raspbpa,eraspbpa,nbluebta,bluebta,ebluebta,nbluebpa,bluebpa,ebluebpa,ncranbta,cranbta,ecranbta,ncranbpa,cranbpa,ecranbpa,nsaskbta,saskbta,esaskbta,nsaskbpa,saskbpa,esaskbpa,ngrapeta,grapeta,egrapeta,ngrapepa,grapepa,egrapepa,notfrtta,otfrtta,eotfrtta,notfrtpa,otfrtpa,eotfrtpa,ntotveg,totveg,etotveg,nswcorn,swcorn,eswcorn,ntomato,tomato,etomato,ncucumb,cucumb,ecucumb,ngrpeas,grpeas,egrpeas,nbeans,beans,ebeans,ncabage,cabage,ecabage,nchincab,chincab,echincab,nclflwr,clflwr,eclflwr,nbrocli,brocli,ebrocli,nbrsprt,brsprt,ebrsprt,ncarrot,carrot,ecarrot,nrtbaga,rtbaga,ertbaga,nbeets,beets,ebeets,nradish,radish,eradish,nonions,onions,eonions,nshalot,shalot,eshalot,ncelery,celery,ecelery,nletuce,letuce,eletuce,nspnach,spnach,espnach,npepper,pepper,epepper,nsqpump,sqpump,esqpump,nrhbarb,rhbarb,erhbarb,naspprod,aspprod,easpprod,naspnprd,aspnprd,easpnprd,nothveg,othveg,eothveg,nnursery,nursery,enursery,nsod,sod,esod,nxmsarea,xmsarea,exmsarea,nmaplet,maplet,nvftprod,vftprod
13,4,14,21,Saint-Quentin,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"670,034",9,"136,930"
13,4,15,0,Gloucester County,207,108,"7,921","3,205",108,"4,009","1,622",2,x,x,2,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,14,70,28,14,53,21,9,24,10,9,x,x,88,"7,776","3,147",88,"3,909","1,582",1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,19,153,62,9,51,21,7,1,0,7,6,2,2,x,x,11,26,11,5,20,8,0,0,0,4,13,5,4,7,3,0,0,0,6,3,1,5,x,x,6,x,x,1,x,x,0,0,0,3,x,x,0,0,0,1,x,x,1,x,x,1,x,x,5,x,x,4,2,1,1,x,x,1,x,x,0,0,0,5,5,2,2,x,x,20,x,x,13,x,37,"240,937"
13,4,15,1,Saumarez,39,32,"3,117","1,261",32,"1,443",584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,29,"3,105","1,256",29,"1,437",582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,37,15,1,x,x,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,4,69,28,0,0,7,"45,118"
13,4,15,8,Bathurst,44,7,x,x,7,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,10,5,17,7,3,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,13,4,15,6,4,0,0,2,x,x,1,x,x,4,5,2,2,x,x,0,0,0,2,x,x,2,x,x,0,0,0,3,0,0,2,x,x,3,x,x,1,x,x,0,0,0,3,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,6,158,64,4,"61,550",6,"19,271"
13,4,15,16,New Bandon,28,5,289,117,5,120,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,289,117,5,120,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,17,1,x,9,"23,059"
13,4,15,19,Paquetville,18,14,x,x,14,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,11,"1,157",468,11,719,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,3,"22,800",5,"96,082"
13,4,15,21,Saint-Isidore,26,18,x,x,18,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,17,"1,576",638,17,951,385,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,2,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,4,"4,335",4,"29,936"
13,4,15,26,Caraquet,52,32,"1,685",682,32,697,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,x,x,4,x,x,1,x,x,1,x,x,26,"1,649",667,26,682,276,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,61,25,2,x,x,1,x,x,2,x,x,1,x,x,4,6,2,2,x,x,0,0,0,0,0,0,1,x,x,0,0,0,2,x,x,3,x,x,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,3,22,9,1,x,6,"27,471"
13,1,0,0,Agr. Reg. 1 - RÇg. Agr 1,"1,086",103,"1,267",513,103,864,349,29,429,174,29,406,164,4,x,x,4,x,x,3,1,0,3,1,0,0,0,0,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,43,191,77,43,118,48,46,66,27,46,45,18,25,542,219,25,267,108,3,x,x,3,x,x,1,x,x,1,x,x,1,x,x,1,x,x,3,1,0,3,1,0,60,478,193,24,126,51,17,4,1,20,8,3,23,116,47,24,29,12,12,9,3,2,x,x,4,1,0,5,2,1,2,x,x,20,22,9,12,22,9,16,4,2,5,x,x,8,2,1,5,5,2,0,0,0,10,2,1,7,1,0,1,x,x,36,110,44,5,3,1,3,2,1,0,0,0,8,3,1,22,64,26,2,x,x,111,"3,909","1,582",89,"316,196",265,"3,237,409"
13,2,0,0,Agr. Reg. 2 - RÇg. Agr 2,820,153,"6,752","2,732",151,"3,709","1,501",26,348,141,25,267,108,5,2,1,5,2,1,5,x,x,5,1,0,2,x,x,2,x,x,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,143,58,36,93,37,25,36,15,25,22,9,86,"5,961","2,412",85,"3,135","1,269",8,227,92,8,180,73,1,x,x,1,x,x,3,x,x,3,x,x,5,x,x,5,x,x,72,"1,158",469,19,270,109,26,44,18,28,44,18,23,26,10,30,36,15,16,199,81,2,x,x,14,63,26,20,63,25,6,3,1,24,22,9,17,99,40,24,16,7,5,2,1,15,6,3,10,3,1,3,x,x,12,10,4,9,3,1,17,31,13,44,190,77,4,4,2,3,3,1,0,0,0,14,21,8,26,289,117,3,x,x,63,"1,186",480,29,"6,899",224,"1,892,300"
13,3,0,0,Agr. Reg. 3 - RÇg. Agr 3,715,121,"4,493","1,818",120,"2,366",957,11,222,90,10,212,86,4,2,1,3,2,1,2,x,x,1,x,x,3,1,1,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,34,109,44,34,89,36,24,32,13,24,23,9,68,"3,912","1,583",68,"1,950",789,7,182,74,7,70,28,0,0,0,0,0,0,4,x,x,4,15,6,3,x,x,3,x,x,50,641,260,20,112,45,18,204,82,17,12,5,17,13,5,24,78,31,16,42,17,2,x,x,10,5,2,18,54,22,5,1,0,18,9,4,14,57,23,17,9,3,4,x,x,10,2,1,6,1,0,3,0,0,11,3,1,6,1,0,11,6,2,20,22,9,6,1,0,3,x,x,3,x,x,12,9,4,12,46,19,0,0,0,40,817,331,41,"83,690",148,"1,451,373"
13,4,0,0,Agr. Reg. 4 - RÇg. Agr 4,413,160,"10,516","4,256",160,"5,543","2,243",6,31,13,6,30,12,1,x,x,1,x,x,2,x,x,2,x,x,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,25,118,48,25,85,34,19,41,17,19,25,10,121,"10,298","4,167",121,"5,392","2,182",2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,38,263,106,19,75,30,17,4,1,15,10,4,6,1,0,19,30,12,11,25,10,0,0,0,8,14,6,8,8,3,2,x,x,15,6,3,11,46,19,13,5,2,4,1,0,7,4,2,4,1,0,1,x,x,5,1,1,3,1,0,6,x,x,13,17,7,8,2,1,2,x,x,2,x,x,5,7,3,8,8,3,3,238,96,38,"1,323",535,47,"912,081",83,"751,811"
24,0,0,0,Quebec - QuÇbec,"32,139","1,883","60,579","24,515","1,881","43,025","17,411",803,"16,909","6,843",800,"14,721","5,957",60,79,32,59,74,30,80,98,40,76,94,38,12,8,3,12,7,3,16,8,3,16,7,3,1,x,x,1,x,x,1,x,x,1,x,x,630,"4,739","1,918",630,"3,846","1,557",571,"1,829",740,571,"1,655",670,371,"33,546","13,576",369,"19,701","7,973",37,"2,624","1,062",37,"2,286",925,8,16,7,8,16,7,96,546,221,96,466,188,77,x,x,77,x,x,"2,114","107,494","43,501",918,"27,613","11,175",519,"1,915",775,416,"3,354","1,357",323,"12,975","5,251",577,"13,020","5,269",372,"5,723","2,316",53,741,300,185,"2,124",860,208,"3,846","1,556",47,261,105,394,"8,502","3,441",177,"1,697",687,239,"1,410",571,92,"1,450",587,259,"4,608","1,865",188,"1,041",421,49,969,392,260,"6,325","2,560",74,364,147,255,"1,730",700,474,"3,625","1,467",64,65,26,86,458,185,56,186,75,364,"3,494","1,414",627,"8,913","3,607",60,"10,941","4,428",395,"21,486","8,695","7,254","30,695,200","6,277","44,750,084"
24,11,1,0,Les ?les-de-la-Madeleine,19,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,2,x,x,0,0,0,0,0,1,x
24,11,1,8,L'?le-du-Havre-Aubert,19,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,2,x,x,0,0,0,0,0,1,x
24,11,2,0,Le Rocher-PercÇ,33,6,33,14,6,27,11,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,3,6,2,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,2,x,x,2,x,x,1,x,x,2,x,x,2,x,x,2,x,x,1,x,x,2,x,x,1,x,x,0,0,0,2,x,x,2,x,x,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,6,"72,000"
24,11,2,5,PercÇ,33,6,33,14,6,27,11,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,3,6,2,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,2,x,x,2,x,x,1,x,x,2,x,x,2,x,x,2,x,x,1,x,x,2,x,x,1,x,x,0,0,0,2,x,x,2,x,x,0,0,0,2,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,6,"72,000"
24,11,3,0,La Cìte-de-GaspÇ,21,7,12,5,7,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,3,x,x,5,8,3,5,8,3,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,5,1,x,x,1,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,1,x,x,1,x,2,x
24,11,3,5,GaspÇ,21,7,12,5,7,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,3,x,x,5,8,3,5,8,3,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,5,1,x,x,1,x,x,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,2,x,x,2,x,x,2,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,1,x,x,1,x,2,x
24,11,4,0,La Haute-GaspÇsie,33,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,13,2,x,x,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"24,400",10,"56,999"
24,11,4,47,Cap-Chat,33,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,13,2,x,x,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,3,25,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"24,400",10,"56,999"
24,11,5,0,Bonaventure,112,4,x,x,4,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,56,23,5,16,6,3,1,0,3,1,0,1,x,x,4,8,3,4,4,1,0,0,0,2,x,x,2,x,x,0,0,0,3,1,0,7,7,3,3,1,0,0,0,0,2,x,x,2,x,x,0,0,0,2,x,x,2,x,x,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,2,x,x,0,0,0,1,x,x,1,x,36,"181,545"
24,11,5,10,Shigawake,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,10,"46,827"
24,11,5,45,Bonaventure,22,2,x,x,2,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"32,861"
24,11,5,60,Caplan,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,10,"42,989"
24,11,5,70,New Richmond,26,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,6,3,x,x,1,x,x,1,x,x,0,0,0,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,4,4,1,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,10,"58,868"
24,11,6,0,Avignon,74,6,30,12,6,29,12,2,x,x,2,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,4,7,3,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"66,725",35,"590,849"
24,11,6,20,Nouvelle,33,3,x,x,3,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,10,"71,119"
24,11,6,40,Saint-AndrÇ-de-Restigouche,19,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,"38,325",11,"217,796"
24,11,6,50,Saint-Alexis-de-MatapÇdia,22,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,14,"301,934"
24,1,7,0,La MatapÇdia,258,4,16,7,4,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,2,x,x,2,x,x,2,x,x,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,1,x,x,1,x,x,1,x,x,1,x,x,0,0,0,0,0,0,0,0,0,2,x,x,1,x,x,1,x,x,2,x,x,34,"159,952",114,"1,512,165"
24,1,7,18,Causapscal,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,14,"210,510"
